frame,phase,pelvis_tx,pelvis_ty,ncon,r_heel_btm_x,r_heel_btm_z,r_heel_btm_terrain_z,r_heel_btm_clearance,r_heel_btm_surface,r_heel_btm_edge_margin,r_toe_btm_x,r_toe_btm_z,r_toe_btm_terrain_z,r_toe_btm_clearance,r_toe_btm_surface,r_toe_btm_edge_margin,l_heel_btm_x,l_heel_btm_z,l_heel_btm_terrain_z,l_heel_btm_clearance,l_heel_btm_surface,l_heel_btm_edge_margin,l_toe_btm_x,l_toe_btm_z,l_toe_btm_terrain_z,l_toe_btm_clearance,l_toe_btm_surface,l_toe_btm_edge_margin
0,0,0.699999988079071,0.9954403638839722,4,0.3460370657317497,0.15759698617542867,0.05608916182594193,0.10150782434948674,,,0.4955166882155652,0.10031834856913618,0.0803183198135285,0.02000002875560769,,,0.9444428597662711,0.2014310533614202,0.15308478091722927,0.04834627244419093,,,1.090775528403746,0.2663290495921623,0.1768038490299843,0.089525200562178,,
1,1,0.7420221529901028,1.0059751272201538,4,0.4048337522743883,0.1926398551525019,0.06561951909950568,0.12702033605299623,,,0.5404570718806022,0.10760271691811744,0.08760270839940969,0.020000008518707757,,,0.9725091680933551,0.19922908258728558,0.15763404995661864,0.04159503263066694,,,1.1169353317401165,0.2682659065048156,0.18104409259916873,0.08722181390564684,,
2,2,0.7763647884130478,1.0053375959396362,8,0.4603765334223656,0.21605578322400354,0.07462245071749257,0.14143333250651097,,,0.5842853143690441,0.11470681392325567,0.09470682997749093,0.019999983945764743,,,0.987248017076954,0.18267080481454948,0.16002307057792414,0.022647734236625333,,,1.1308375785582863,0.2534312289649664,0.18329750834201575,0.07013372062295065,,
3,3,0.8157319873571396,1.0254617929458618,4,0.5338122419767999,0.25900406847194823,0.08652564765450917,0.17247842081743908,,,0.6544283103926521,0.15375786388229484,0.1060763110086774,0.047681552873617444,,,0.9948949705099318,0.18126254754126178,0.16126256556575366,0.01999998197550812,,,1.1384846284698753,0.25202277591353206,0.1845370189680672,0.06748575694546485,,
4,4,0.8549012541770935,1.0468724966049194,2,0.6153122971588646,0.2933608892357864,0.09973599485897225,0.19362489437681416,,,0.7424428669067341,0.19608387322922757,0.1203425939946272,0.07574127923460038,,,0.9918229773584148,0.18076466963995266,0.16076462607294456,0.020000043567008102,,,1.1365232592345302,0.24922508324227272,0.18421910055025537,0.06500598269201735,,
5,5,0.8883038312196732,1.0621074438095093,2,0.6903116277615315,0.31082037131653484,0.11189263935633176,0.19892773196020308,,,0.8260977610001603,0.22604345392720632,0.1339022191244264,0.09214123480277991,,,0.9815248986638165,0.179095445551716,0.15909541008541395,0.020000035466302052,,,1.12789146026532,0.24391696567192855,0.18281997191006413,0.06109699376186442,,
6,6,0.9269526153802872,1.0749359130859375,2,0.788114940232353,0.31606035074434885,0.1277455821868597,0.18831476855748916,,,0.9347927937141631,0.2519463341216665,0.15152060132484044,0.10042573279682607,,,0.9681558050529734,0.1769283912530096,0.15692841316726866,0.019999978085740944,,,1.116666293041053,0.2366748121458353,0.18100048410567599,0.055674328040159315,,
7,7,0.96528559923172,1.0833923816680908,2,0.9003655521287249,0.3104206795843112,0.14594028835916711,0.16448039122514407,,,1.055763060243376,0.2719939387581782,0.17112867666537124,0.10086526209280694,,,0.959196770009508,0.1754762770374381,0.15547624281871195,0.020000034218726148,,,1.1095977026349053,0.23029013788308228,0.1798547360039999,0.05043540187908238,,
8,8,0.9980674088001251,1.0880273580551147,2,1.0067640697170719,0.3027124047019096,0.16318642833100297,0.1395259763709066,,,1.1662484841913334,0.2889384607520508,0.1890372634525126,0.09990119729953822,,,0.9551814805381912,0.17482536067533322,0.15482540438769463,0.019999956287638593,,,1.106947673717627,0.22573726989435464,0.1794251927107971,0.04631207718355754,,
9,9,1.0365832448005676,1.0911192893981934,2,1.139243695021126,0.2969128287349962,0.1846600560957221,0.11225277263927408,,,1.2985096695631095,0.3130171555584465,0.2104754842798712,0.1025416712785753,,,0.9538905803443365,0.17461610416400808,0.1546161623236367,0.019999941840371377,,,1.1070023090607237,0.22132582947893525,0.17943404855574507,0.04189178092319018,,
10,10,1.0754172801971436,1.0916236639022827,2,1.2716912106739866,0.29872038242587007,0.2061284792057949,0.09259190322007516,,,1.425725107375479,0.34229283459713233,0.23109583968349567,0.11119699491363666,,,0.953385562082988,0.1745342709494197,0.154534303893454,0.01999996705596571,,,1.107753581071643,0.21690778436351743,0.17955582226604586,0.037351962097471575,,
11,11,1.109348714351654,1.0892953872680664,2,1.3749342701515825,0.3047382755473818,0.2228631508462408,0.081875124701141,,,1.52218923238489,0.367515468334469,0.2467317135648361,0.1207837547696329,,,0.9503906573561383,0.17404888716457137,0.15404885966648274,0.02000002749808863,,,1.1059652693637922,0.21175220319531093,0.17926595474978785,0.032486248445523086,,
12,12,1.1506075263023376,1.0815750360488892,2,1.4705314142486736,0.30789928409290207,0.23835849575682405,0.06954078833607802,,,1.6104168705689916,0.3857263928587955,0.26103253496720263,0.12469385789159287,,,0.9404126072846823,0.17243155186237674,0.15243151713127845,0.020000034731098293,,,1.0976645955717441,0.2023783737734446,0.1779204982028078,0.024457875570636778,,
13,13,1.1941930055618286,1.0745160579681396,2,1.5309644428864122,0.30444450399695144,0.24815408778603626,0.056290416210915184,,,1.6681528594624653,0.38693291575985256,0.2703909637163854,0.11654195204346718,,,0.9256257931255725,0.17712274696761432,0.15003472183275576,0.027088025134858557,,,1.0846100418519993,0.19580451996750833,0.17580448506819224,0.020000034899316094,,
14,14,1.233515739440918,1.0710530281066895,2,1.553712866947835,0.2963413379610925,0.25184138075208923,0.044499957209003294,,,1.693910088472342,0.37360542295037785,0.27456595399688544,0.09903946895349242,,,0.9140715359887808,0.18820439265714634,0.1481618918312829,0.04004250082586344,,,1.074041354349091,0.19409143031050513,0.1740914060880983,0.02000002422240682,,
15,15,1.2814384698867798,1.067738652229309,4,1.5550140218105675,0.28343448275508226,0.25205228499583576,0.0313821977592465,,,1.7015286268963061,0.3479206853422251,0.27580084319476733,0.07211984214745776,,,0.9066418314501588,0.20601270159332633,0.14695761072542948,0.05905509086789684,,,1.0661750735080695,0.19281631302410324,0.1728163603119259,0.019999952712177332,,
16,16,1.3305816054344177,1.0688955783843994,4,1.5526119804981862,0.27574868575681966,0.2516629380234302,0.02408574773338945,,,1.7028096068019365,0.3311172050216455,0.27600847727891015,0.05510872774273534,,,0.9108917799632175,0.23077282664538154,0.1476464850499091,0.08312634159547244,,,1.0664142811865507,0.19285513217944777,0.17285513349409923,0.019999998685348547,,
17,17,1.3721055388450623,1.0769191980361938,4,1.5598824449810198,0.2761309847853069,0.2528414079022713,0.023289576883035623,,,1.7105871378555597,0.33010408386974616,0.2772691375984932,0.05283494627125296,,,0.9308228343131086,0.2581510457839667,0.15087711044672514,0.10727393533724155,,,1.077788162541941,0.1946987634639631,0.1746987263779497,0.02000003708601339,,
18,18,1.4179040789604187,1.089337706565857,4,1.5748744408017707,0.27676720012974815,0.25527146110453663,0.021495739025211513,,,1.7247976547338815,0.33287450619332204,0.279572520847721,0.053301985345601044,,,0.9733840809651028,0.2937104426145474,0.15777586461899673,0.13593457799555064,,,1.1021825388721664,0.1986527923909943,0.178652811813091,0.01999998057790328,,
19,19,1.4603635668754578,1.105764627456665,4,1.5880688502251434,0.2774101367689114,0.2574101434557475,0.019999993313163933,,,1.7372275942626747,0.33551924911034303,0.2815872902431407,0.05393195886720231,,,1.0323900905205994,0.3363737978694751,0.16734015106808756,0.16903364680138752,,,1.1368500687669802,0.21507617903635962,0.18427207312044258,0.030804105915917035,,
20,20,1.494823932647705,1.1226433515548706,8,1.5967223122234113,0.2788127632433943,0.2588127834571852,0.0199999797862091,,,1.7454865016320535,0.33792465548749,0.2829259768689996,0.05499867861849039,,,1.0943777208709347,0.3732906574681066,0.17738772855107862,0.19590292891702796,,,1.18317438219733,0.24009849477988274,0.1917807829373405,0.048317711842542244,,
21,21,1.5335001349449158,1.1424007415771484,4,1.6060787156993148,0.28032937154362353,0.26032936327085054,0.020000008272772984,,,1.7545757730682383,0.3401091658270218,0.28439925723966164,0.055709908587360135,,,1.1774321291917869,0.4044854222112235,0.1908500209179819,0.21363540129324163,,,1.266645237200812,0.27157183890716374,0.20531057716368908,0.06626126174347466,,
22,22,1.5710728168487549,1.160522222518921,3,1.6166720347627483,0.2820464824869481,0.26204643478157524,0.020000047705372836,,,1.7652501890545487,0.34162443075672233,0.28612947375385933,0.055494957002863,,,1.274044782491151,0.41902491346978094,0.20650996975578195,0.21251494371399898,,,1.3780227289040172,0.29731383736980377,0.2233637592489613,0.07395007812084248,,
23,23,1.603248417377472,1.1734429597854614,2,1.6240148729566726,0.28323668500586974,0.263236635718142,0.02000004928772775,,,1.7732492916068978,0.3411511749978279,0.2874260486065337,0.053725126391294176,,,1.3653979371912182,0.42129686791095433,0.22131740625524202,0.19997946165571232,,,1.4851779864422419,0.31510016676768826,0.24073255922954243,0.07436760753814584,,
24,24,1.6408368945121765,1.1842366456985474,2,1.624686338030788,0.2833454702372164,0.26334547351886395,0.019999996718352453,,,1.7754517778027608,0.3371486490495442,0.2877830496821206,0.04936559936742363,,,1.476130376277548,0.41546775191999363,0.23926603173604277,0.17620172018395086,,,1.6137952083635592,0.3337769095325419,0.26158012987545765,0.07219677965708426,,
25,25,1.67813241481781,1.1893802881240845,2,1.614377599264854,0.2816745682105478,0.26167452963994414,0.020000038570603673,,,1.7671258921138353,0.3295594190156642,0.2864335065377672,0.04312591247789699,,,1.5886479824854376,0.40309996747146004,0.2575040150269839,0.14559595244447615,,,1.7397612398923419,0.3502815680241381,0.2819979689645993,0.06828359905953885,,
26,26,1.7098860144615173,1.1892521381378174,2,1.6006159601493262,0.279443891890256,0.25944390500524267,0.01999998688501331,,,1.7550428786368653,0.3216022454246825,0.2844749703999646,0.03712727502471791,,,1.6879196269655887,0.3892635514373428,0.27359495985163734,0.11566859158570547,,,1.8456825005922244,0.3621365229500946,0.29916675034829365,0.06296977260180092,,
27,27,1.7469777464866638,1.1852775812149048,2,1.5852106331866942,0.27694682819663446,0.2569468549416566,0.019999973254977876,,,1.7411811923588185,0.31297715733330217,0.2822281291166886,0.030749028216613572,,,1.808740961644635,0.37317771043786885,0.29317889482261733,0.07999881561525152,,,1.9687922936543398,0.3761053582247087,0.3191216216301237,0.056983736594585,,
