frame,phase,pelvis_tx,pelvis_ty,ncon,r_heel_btm_x,r_heel_btm_z,r_heel_btm_terrain_z,r_heel_btm_clearance,r_heel_btm_surface,r_heel_btm_edge_margin,r_toe_btm_x,r_toe_btm_z,r_toe_btm_terrain_z,r_toe_btm_clearance,r_toe_btm_surface,r_toe_btm_edge_margin,l_heel_btm_x,l_heel_btm_z,l_heel_btm_terrain_z,l_heel_btm_clearance,l_heel_btm_surface,l_heel_btm_edge_margin,l_toe_btm_x,l_toe_btm_z,l_toe_btm_terrain_z,l_toe_btm_clearance,l_toe_btm_surface,l_toe_btm_edge_margin
0,124,1.4128599166870117,1.1103459596633911,5,1.0580499352829063,0.27108989643479076,0.17149935633200367,0.09959054010278709,,,1.2082959296934057,0.2158527618506786,0.19585273557584132,0.020000026274837268,,,1.658034356829182,0.3169399515214167,0.26875085521981634,0.04818909630160034,,,1.8045144366428638,0.38150453968627634,0.29249381721601925,0.0890107224702571,,
1,125,1.43997061252594,1.1191859245300293,5,1.1009616285927415,0.303027872814566,0.1784549144170626,0.1245729583975034,,,1.2382513980534056,0.22070825838153993,0.20070821864053243,0.020000039741007503,,,1.671793459559195,0.31355989670350204,0.2709810687316883,0.042578827971813726,,,1.8164330148757744,0.3821485170622863,0.29442570003853485,0.08772281702375145,,
2,126,1.4569668769836426,1.115409255027771,4,1.141938405852345,0.325830974101595,0.18509684188214282,0.1407341322194522,,,1.2665015126099997,0.2252872919746727,0.20528728083901535,0.02000001113565736,,,1.6665784165226056,0.29175238007018517,0.2701357621972858,0.02161661787289937,,,1.8102884750111798,0.36226776054136,0.2934297313261011,0.06883802921525889,,
3,127,1.4828051328659058,1.1338677406311035,4,1.2012162563587774,0.365668615319352,0.19470519104184447,0.17096342427750755,,,1.3232202757331433,0.26203455329778724,0.21448082742239621,0.04755372587539103,,,1.661278073504789,0.2892765873674553,0.26927662938551417,0.019999957981941152,,,1.8050338007239293,0.3596988188432084,0.2925780009606937,0.06712081788251473,,
4,128,1.5170594453811646,1.1539812088012695,2,1.2766418416900869,0.3980845243511427,0.20693092718521983,0.1911535971659229,,,1.4048459112713187,0.30222673300512604,0.2277115299518045,0.07451520305332154,,,1.6545472780224166,0.28818564418525755,0.26818563447654464,0.020000009708712907,,,1.7993756825949676,0.3563745951680663,0.29166087636684557,0.06471371880122073,,
5,129,1.5596736669540405,1.1717360019683838,2,1.3668789803807462,0.41784286047345354,0.22155746860507436,0.19628539186837918,,,1.5046666409695635,0.33635936328472726,0.24389147602142217,0.0924678872633051,,,1.6476876872832256,0.28707372474805587,0.2670737631392455,0.019999961608810346,,,1.794392913848144,0.35112508170787377,0.2908532191813622,0.060271862526511566,,
6,130,1.6068660020828247,1.185354471206665,2,1.4727125121938194,0.4235975315836518,0.23871203000999666,0.18488550157365516,,,1.6206632345562306,0.3624781107951767,0.2626933685157488,0.09978474227942791,,,1.6449027404045866,0.28662235365505556,0.26662235098828907,0.020000002666766492,,,1.7936436559702045,0.3457927845433172,0.29073177194195665,0.05506101260136054,,
7,131,1.6526117324829102,1.1947566270828247,2,1.590790197220308,0.4195924596082899,0.2578512466990476,0.16174121290924232,,,1.7467042701618078,0.3833184771384286,0.2831233650186982,0.10019511211973037,,,1.6452283064431261,0.2866751558234515,0.26667512200049853,0.020000033822952956,,,1.7957587054937336,0.34113246790067037,0.2910746004038275,0.05005786749684288,,
8,132,1.694590449333191,1.200585126876831,2,1.7167301684919447,0.4122963307401532,0.27826486168006603,0.13403146906008717,,,1.8765803069844786,0.4037562358406203,0.30417497702232643,0.09958125881829388,,,1.6460225266902724,0.28680389313757054,0.2668038571921273,0.02000003594544325,,,1.7980474429818596,0.3369379606196654,0.29144558195482734,0.04549237866483807,,
9,133,1.7334226369857788,1.2035548686981201,2,1.8469165114913906,0.408171881084602,0.29936677122429994,0.10880510986030206,,,2.0057410055460108,0.4281663821214903,0.32511063981859306,0.10305574230289721,,,1.646662045237896,0.2869075588165489,0.26690751677909236,0.020000042037456534,,,1.7999403948103398,0.33306757900698336,0.29175241059242374,0.04131516841455962,,
