frame,phase,pelvis_tx,pelvis_ty,ncon,r_heel_btm_x,r_heel_btm_z,r_heel_btm_terrain_z,r_heel_btm_clearance,r_heel_btm_surface,r_heel_btm_edge_margin,r_toe_btm_x,r_toe_btm_z,r_toe_btm_terrain_z,r_toe_btm_clearance,r_toe_btm_surface,r_toe_btm_edge_margin,l_heel_btm_x,l_heel_btm_z,l_heel_btm_terrain_z,l_heel_btm_clearance,l_heel_btm_surface,l_heel_btm_edge_margin,l_toe_btm_x,l_toe_btm_z,l_toe_btm_terrain_z,l_toe_btm_clearance,l_toe_btm_surface,l_toe_btm_edge_margin
0,51,-1.6582826375961304,0.9090293049812317,2,-1.9856566359427414,0.028570284971378368,0.0,0.028570284971378368,,,-1.8258081137350177,0.01999999063799954,0.0,0.01999999063799954,,,-1.4008670940732915,0.05696498271910635,0.0,0.05696498271910635,,,-1.260312575570488,0.13357716898883965,0.0,0.13357716898883965,,
1,52,-1.610606074333191,0.9052202701568604,6,-1.9830527090121206,0.04477298850956747,0.0,0.04477298850956747,,,-1.8249031007021066,0.019999991800696518,0.0,0.019999991800696518,,,-1.3573982514823262,0.051398133876156306,0.0,0.051398133876156306,,,-1.2166250528683116,0.12760775473280261,0.0,0.12760775473280261,,
2,53,-1.5604509115219116,0.8989740014076233,9,-1.9812518839847404,0.0682712998621631,0.0,0.0682712998621631,,,-1.8286252695435066,0.020000019916708696,0.0,0.020000019916708696,,,-1.3496918831742408,0.03387382448623469,0.0,0.03387382448623469,,,-1.2020449706431977,0.09572355416554693,0.0,0.09572355416554693,,
3,54,-1.5093151330947876,0.8952745795249939,9,-1.9745959905387704,0.10711617871164947,0.0,0.10711617871164947,,,-1.835813764507101,0.02733840314886188,0.0,0.02733840314886188,,,-1.360106871691864,0.019999987739593023,0.0,0.019999987739593023,,,-1.2046542618768445,0.05820320803803806,0.0,0.05820320803803806,,
4,55,-1.4592868089675903,0.9021315574645996,7,-1.9593740663461268,0.17062571589296477,0.0,0.17062571589296477,,,-1.8470272407866266,0.05659418408077163,0.0,0.05659418408077163,,,-1.380351218500613,0.01999997951049576,0.0,0.01999997951049576,,,-1.221425902813074,0.03917663246050264,0.0,0.03917663246050264,,
5,56,-1.4117456674575806,0.907097578048706,2,-1.9239089903501587,0.23220597417655223,0.0,0.23220597417655223,,,-1.843040759344496,0.09405631466735015,0.0,0.09405631466735015,,,-1.403933350549607,0.019999999951611065,0.0,0.019999999951611065,,,-1.244201683761108,0.030525902305951702,0.0,0.030525902305951702,,
6,57,-1.3670302629470825,0.9110464453697205,2,-1.8605418680478991,0.2681260578674959,0.0,0.2681260578674959,,,-1.7955517406821915,0.12183428620061221,0.0,0.12183428620061221,,,-1.4182257037490529,0.01999998514518906,0.0,0.01999998514518906,,,-1.2583465365298845,0.027978198395371585,0.0,0.027978198395371585,,
7,58,-1.3242021799087524,0.9150748252868652,2,-1.7759248530759373,0.27016520117888126,0.0,0.27016520117888126,,,-1.7028480368741041,0.1277405611317544,0.0,0.1277405611317544,,,-1.4177652654010942,0.01999997007760895,0.0,0.01999997007760895,,,-1.257887687679561,0.028009972526694463,0.0,0.028009972526694463,,
8,59,-1.2823196649551392,0.9191035628318787,2,-1.677538504293646,0.24531167375698953,0.0,0.24531167375698953,,,-1.582294854698012,0.11665069861226413,0.0,0.11665069861226413,,,-1.4064105094737032,0.02000001718377174,0.0,0.02000001718377174,,,-1.2465821778764539,0.028938944162216915,0.0,0.028938944162216915,,
9,60,-1.2413421869277954,0.9218089580535889,2,-1.5702119752720816,0.20444388643394973,0.0,0.20444388643394973,,,-1.4502713129628038,0.09842861838873648,0.0,0.09842861838873648,,,-1.393390022046465,0.020000017880162396,0.0,0.020000017880162396,,,-1.2335835026525814,0.02932076654158327,0.0,0.02932076654158327,,
